Time	a	Adopter Fraction[eu,p1]	Adopter Fraction[eu,p2]	Adopter Fraction[sp,p1]	Adopter Fraction[sp,p2]	Adopters[eu,p1]	Adopters[eu,p2]	Adopters[sp,p1]	Adopters[sp,p2]	Adoption Fraction[eu,p1]	Adoption Fraction[eu,p2]	Adoption Fraction[sp,p1]	Adoption Fraction[sp,p2]	Adoption from Advertising[eu,p1]	Adoption from Advertising[eu,p2]	Adoption from Advertising[sp,p1]	Adoption from Advertising[sp,p2]	Adoption from Word of Mouth[eu,p1]	Adoption from Word of Mouth[eu,p2]	Adoption from Word of Mouth[sp,p1]	Adoption from Word of Mouth[sp,p2]	Adoption Rate[eu,p1]	Adoption Rate[eu,p2]	Adoption Rate[sp,p1]	Adoption Rate[sp,p2]	af ref	alpha	beta	c	Combined adopter fraction[eu]	Combined adopter fraction[sp]	Competitive Effort[p1]	Competitive Effort[p2]	Cumulative Adopters[eu,p1]	Cumulative Adopters[eu,p2]	Data per User[p1]	Data per User[p2]	Data Rate from Switchers[p1]	Data Rate from Switchers[p2]	Data REF	Discard Fraction[eu,p1]	Discard Fraction[eu,p2]	Discard Fraction[sp,p1]	Discard Fraction[sp,p2]	Discard Rate[eu,p1]	Discard Rate[eu,p2]	Discard Rate[sp,p1]	Discard Rate[sp,p2]	Expenses[p1]	Expenses[p2]	F0	FINAL TIME	gamma	gamma'	Indicated Switchers[eu,p1,p1]	Indicated Switchers[eu,p1,p2]	Indicated Switchers[eu,p2,p1]	Indicated Switchers[eu,p2,p2]	Indicated Switchers[sp,p1,p1]	Indicated Switchers[sp,p1,p2]	Indicated Switchers[sp,p2,p1]	Indicated Switchers[sp,p2,p2]	Initial Adopters	INITIAL TIME	M ref	MS Gap[eu,p1]	MS Gap[eu,p2]	N	p ref	Potential Adopters[eu]	Potential Adopters[sp]	Q0	qe	Quality[p1]	Quality[p2]	ra	re	Ref Data per User	Resource Accumulation[p1]	Resource Accumulation[p2]	Resource Depletion[p1,dres]	Resource Depletion[p1,fres]	Resource Depletion[p2,dres]	Resource Depletion[p2,fres]	Resources[p1,dres]	Resources[p1,fres]	Resources[p2,dres]	Resources[p2,fres]	SAVEPER	SWITCH DISCARDS	Switch Fraction[eu,p1,p1]	Switch Fraction[eu,p1,p2]	Switch Fraction[eu,p2,p1]	Switch Fraction[eu,p2,p2]	Switch Fraction[sp,p1,p1]	Switch Fraction[sp,p1,p2]	Switch Fraction[sp,p2,p1]	Switch Fraction[sp,p2,p2]	SWITCH FULL CE	SWITCH OPEN	SWITCH SP SWITCHERS	SWITCH USER DATA VALUE	Switcher Net Inflow[eu,p1,p1]	Switcher Net Inflow[eu,p1,p2]	Switcher Net Inflow[eu,p2,p1]	Switcher Net Inflow[eu,p2,p2]	Switcher Net Inflow[sp,p1,p1]	Switcher Net Inflow[sp,p1,p2]	Switcher Net Inflow[sp,p2,p1]	Switcher Net Inflow[sp,p2,p2]	Switchers[eu,p1,p1]	Switchers[eu,p1,p2]	Switchers[eu,p2,p1]	Switchers[eu,p2,p2]	Switchers[sp,p1,p1]	Switchers[sp,p1,p2]	Switchers[sp,p2,p1]	Switchers[sp,p2,p2]	Switching Rate[eu,p1]	Switching Rate[eu,p2]	Switching Rate[sp,p1]	Switching Rate[sp,p2]	T	T ref	T0[p1]	T0[p2]	tau	tau'	theta	TIME STEP	V ref	Value to Adopters[eu,p1,p1]	Value to Adopters[eu,p1,p2]	Value to Adopters[eu,p2,p1]	Value to Adopters[eu,p2,p2]	Value to Adopters[sp,p1,p1]	Value to Adopters[sp,p1,p2]	Value to Adopters[sp,p2,p1]	Value to Adopters[sp,p2,p2]	Value to Non Adopters[eu,p1]	Value to Non Adopters[eu,p2]	Value to Non Adopters[sp,p1]	Value to Non Adopters[sp,p2]
3.625		0.0150923	0.012116	0.012446	0.0102785	15.0923	12.116	12.446	10.2785	0.152327	0.114784	0.168275	0.124313	4.86396	4.86396	4.88638	4.88638	11.1821	6.76442	10.2338	6.24357	16.046	11.6284	15.1202	11.1299					0.0272084	0.0227245	1	1	27.103	23.3845	0.790012	0.79842	0	0	250	0.328675	0.366394	0.547284	0.547284	4.96048	4.43924	6.81151	5.62527	21.0318	19.713					0	1.16944	1.35052	0	0	1.5472	1.72961	0				-0.190807	-0.192126			972.792	977.275			16.5442	14.2535			0.25	15.0923	12.116	0	0	0	0	21.4117	21.0318	18.6707	19.713	0.0625		0	0.0774855	0.111465	0	0	0.124313	0.168275	0					0	0.18108	-0.18108	0	0	0.182414	-0.182414	0	0	1.16944	1.35052	0	0	1.5472	1.72961	0	0.18108	-0.18108	0.182414	-0.182414										5.18784	0.939709	1.24706	3.94084	1.42724	1.05437	1.42724	1.05437	1.24706	0.939709	1.42724	1.05437
3.6875		0.0157965	0.012554	0.0129767	0.0106112	15.7965	12.554	12.9767	10.6112	0.157347	0.117728	0.173968	0.127594	4.85825	4.85825	4.88206	4.88206	12.0753	7.18032	11.0214	6.60991	16.9336	12.0386	15.9035	11.492					0.0283505	0.0235879	1	1	28.1172	24.1113	0.795064	0.80576	0	0	250	0.318525	0.35641	0.536615	0.536615	5.03158	4.47438	6.9635	5.69411	20.6606	19.2381					0	1.23946	1.43198	0	0	1.65575	1.84601	0				-0.190438	-0.191861			971.649	976.412			16.7795	14.4539			0.25	15.7965	12.554	0	0	0	0	22.3549	20.6606	19.4279	19.2381	0.0625		0	0.0784645	0.114065	0	0	0.127594	0.173968	0					0	0.192516	-0.192516	0	0	0.190256	-0.190256	0	0	1.23946	1.43198	0	0	1.65575	1.84601	0	0.192516	-0.192516	0.190256	-0.190256										5.44401	0.974405	1.30232	4.11495	1.49449	1.09611	1.49449	1.09611	1.30232	0.974405	1.49449	1.09611
3.75		0.0165524	0.0130148	0.0135473	0.0109616	16.5524	13.0148	13.5473	10.9616	0.162592	0.120724	0.179893	0.130918	4.85216	4.85216	4.87745	4.87745	13.0586	7.62371	11.8867	6.9995	17.9107	12.4759	16.7642	11.877					0.0295672	0.024509	1	1	29.1875	24.8637	0.799732	0.812934	0	0	250	0.308443	0.346485	0.525773	0.525773	5.10547	4.50941	7.12284	5.76333	20.3566	18.8204					0	1.31455	1.51957	0	0	1.77359	1.97192	0				-0.190049	-0.191585			970.433	975.491			17.0178	14.655			0.25	16.5524	13.0148	0	0	0	0	23.3422	20.3566	20.2126	18.8204	0.0625		0	0.0794177	0.116757	0	0	0.130918	0.179893	0					0	0.205011	-0.205011	0	0	0.198333	-0.198333	0	0	1.31455	1.51957	0	0	1.77359	1.97192	0	0.205011	-0.205011	0.198333	-0.198333										5.71558	1.01069	1.3612	4.29719	1.56613	1.13975	1.56613	1.13975	1.3612	1.01069	1.56613	1.13975
3.8125		0.0173656	0.0134998	0.0141623	0.0113313	17.3656	13.4998	14.1623	11.3313	0.168082	0.123773	0.186068	0.134283	4.84567	4.84567	4.87253	4.87253	14.1437	8.09672	12.8399	7.41409	18.9894	12.9424	17.7124	12.2866					0.0308654	0.0254937	1	1	30.3198	25.6435	0.803988	0.819935	0	0	250	0.298425	0.336612	0.514749	0.514749	5.18232	4.54421	7.29004	5.83279	20.1188	18.4575					0	1.39521	1.61392	0	0	1.90176	2.10839	0				-0.189636	-0.191297			969.135	974.506			17.2597	14.8572			0.25	17.3656	13.4998	0	0	0	0	24.3767	20.1188	21.026	18.4575	0.0625		0	0.0803438	0.119551	0	0	0.134283	0.186068	0					0	0.218702	-0.218702	0	0	0.20663	-0.20663	0	0	1.39521	1.61392	0	0	1.90176	2.10839	0	0.218702	-0.218702	0.20663	-0.20663										6.00406	1.04871	1.42413	4.48821	1.64262	1.18546	1.64262	1.18546	1.42413	1.04871	1.64262	1.18546
3.875		0.0182422	0.0140111	0.0148266	0.0117218	18.2422	14.0111	14.8266	11.7218	0.173839	0.126875	0.192513	0.137689	4.83873	4.83873	4.86726	4.86726	15.3446	8.60162	13.8927	7.85559	20.1833	13.4404	18.76	12.7228					0.0322532	0.0265484	1	1	31.5203	26.4524	0.8078	0.826759	0	0	250	0.288469	0.326788	0.503531	0.503531	5.26229	4.57864	7.46567	5.90228	19.9467	18.1477					0	1.48202	1.71576	0	0	2.04147	2.25659	0				-0.189198	-0.190997			967.747	973.452			17.5062	15.0611			0.25	18.2422	14.0111	0	0	0	0	25.4621	19.9467	21.8697	18.1477	0.0625		0	0.0812414	0.122458	0	0	0.137689	0.192513	0					0	0.233746	-0.233746	0	0	0.215123	-0.215123	0	0	1.48202	1.71576	0	0	2.04147	2.25659	0	0.233746	-0.233746	0.215123	-0.215123										6.31113	1.08861	1.49157	4.6887	1.72452	1.23341	1.72452	1.23341	1.49157	1.08861	1.72452	1.23341
3.9375		0.0191893	0.0145503	0.015546	0.0121346	19.1893	14.5503	15.546	12.1346	0.179888	0.130031	0.199251	0.141134	4.8313	4.8313	4.8616	4.8616	16.6773	9.1408	15.0591	8.32599	21.5086	13.9721	19.9207	13.1876					0.0337396	0.0276806	1	1	32.7964	27.2924	0.811134	0.833398	0	0	250	0.278571	0.317007	0.492109	0.492109	5.34559	4.61256	7.65031	5.97156	19.8402	17.8891					0	1.57561	1.82593	0	0	2.19406	2.41784	0				-0.188733	-0.190684			966.26	972.319			17.7582	15.2672			0.25	19.1893	14.5503	0	0	0	0	26.6022	19.8402	22.7454	17.8891	0.0625		0	0.0821085	0.125491	0	0	0.141134	0.199251	0					0	0.250323	-0.250323	0	0	0.22378	-0.22378	0	0	1.57561	1.82593	0	0	2.19406	2.41784	0	0.250323	-0.250323	0.22378	-0.22378										6.63869	1.13057	1.56406	4.89944	1.81243	1.28378	1.81243	1.28378	1.56406	1.13057	1.81243	1.28378
4		0.0202152	0.0151196	0.0163269	0.0125716	20.2152	15.1196	16.3269	12.5716	0.186254	0.13324	0.206307	0.144612	0	0	0	0	18.1606	9.71679	16.3551	8.82739	18.1606	9.71679	16.3551	8.82739					0.0353348	0.0288985	1	1	34.1563	28.1656	0.813951	0.839846	0	0	250	0.268729	0.307267	0.480473	0.480473	5.43241	4.64577	7.84461	6.04033	19.7995	17.6805					0	1.6767	1.94535	0	0	2.36107	2.59362	0				-0.188238	-0.190357			964.665	971.102			18.0166	15.476			0.25	20.2152	15.1196	0	0	0	0	27.8016	19.7995	23.6548	17.6805	0.0625		0	0.0829429	0.128664	0	0	0.144612	0.206307	0					0	0.268645	-0.268645	0	0	0.232556	-0.232556	0	0	1.6767	1.94535	0	0	2.36107	2.59362	0	0.268645	-0.268645	0.232556	-0.232556										6.98888	1.17477	1.6422	5.12129	1.90708	1.33678	1.90708	1.33678	1.6422	1.17477	1.90708	1.33678
4.0625		0.0210275	0.0154198	0.0168733	0.0127313	21.0275	15.4198	16.8733	12.7313	0.191461	0.134891	0.212463	0.146731	0	0	0	0	19.396	10.0209	17.3941	9.06386	19.396	10.0209	17.3941	9.06386					0.0364473	0.0296046	1	1	35.3081	28.7729	0.823182	0.854963	0	0	250	0.260376	0.299536	0.47146	0.47146	5.47506	4.61879	7.95508	6.0023	19.8255	17.5204					0	1.73968	2.0203	0	0	2.47583	2.70493	0				-0.18771	-0.190015			963.553	970.395			18.2826	15.6881			0.25	21.0275	15.4198	0	0	0	0	29.065	19.8255	24.5998	17.5204	0.0625		0	0.0827337	0.13102	0	0	0.146731	0.212463	0					0	0.28062	-0.28062	0	0	0.2291	-0.2291	0	0	1.73968	2.0203	0	0	2.47583	2.70493	0	0.28062	-0.28062	0.2291	-0.2291										7.32034	1.20144	1.70529	5.31019	1.98934	1.37387	1.98934	1.37387	1.70529	1.20144	1.98934	1.37387
4.125		0.0219151	0.0157399	0.0174776	0.0129083	21.9151	15.7399	17.4776	12.9083	0.197034	0.136587	0.218988	0.148867	0	0	0	0	20.7771	10.3446	18.5554	9.31615	20.7771	10.3446	18.5554	9.31615					0.0376549	0.0303859	1	1	36.5379	29.3992	0.831444	0.86953	0	0	250	0.252015	0.291791	0.462143	0.462143	5.52292	4.59275	8.07713	5.9655	19.9006	17.3891					0	1.80833	2.10248	0	0	2.60183	2.82677	0				-0.187164	-0.189675			962.345	969.614			18.5573	15.9041			0.25	21.9151	15.7399	0	0	0	0	30.3792	19.9006	25.5635	17.3891	0.0625		0	0.0825155	0.133577	0	0	0.148867	0.218988	0					0	0.294146	-0.294146	0	0	0.224946	-0.224946	0	0	1.80833	2.10248	0	0	2.60183	2.82677	0	0.294146	-0.294146	0.224946	-0.224946										7.67425	1.22982	1.77408	5.50726	2.07853	1.41297	2.07853	1.41297	1.77408	1.22982	2.07853	1.41297
4.1875		0.0228868	0.016081	0.0181465	0.0131037	22.8868	16.081	18.1465	13.1037	0.203008	0.138323	0.225913	0.151012	0	0	0	0	22.3258	10.6885	19.8571	9.5849	22.3258	10.6885	19.8571	9.5849					0.0389678	0.0312502	1	1	37.8549	30.0458	0.838701	0.88356	0	0	250	0.243641	0.284023	0.452512	0.452512	5.57618	4.56737	8.21151	5.92957	20.0265	17.286					0	1.88322	2.19265	0	0	2.74035	2.96029	0				-0.186596	-0.189337			961.032	968.75			18.8417	16.1244			0.25	22.8868	16.081	0	0	0	0	31.7489	20.0265	26.5473	17.286	0.0625		0	0.0822839	0.13635	0	0	0.151012	0.225913	0					0	0.30943	-0.30943	0	0	0.219944	-0.219944	0	0	1.88322	2.19265	0	0	2.74035	2.96029	0	0.30943	-0.30943	0.219944	-0.219944										8.05315	1.26003	1.84926	5.71327	2.17546	1.4542	2.17546	1.4542	1.84926	1.26003	2.17546	1.4542
4.25		0.023953	0.0164442	0.0188881	0.0133184	23.953	16.4442	18.8881	13.3184	0.209418	0.140095	0.23327	0.153158	0	0	0	0	24.0677	11.0534	21.3207	9.87065	24.0677	11.0534	21.3207	9.87065					0.0403972	0.0322065	1	1	39.2696	30.7138	0.844913	0.897066	0	0	250	0.235255	0.276226	0.442555	0.442555	5.63508	4.54233	8.35903	5.89412	20.2053	17.2107					0	1.96497	2.29168	0	0	2.89287	3.10679	0				-0.186004	-0.188998			959.603	967.794			19.1369	16.3492			0.25	23.953	16.4442	0	0	0	0	33.1793	20.2053	27.5523	17.2107	0.0625		0	0.0820343	0.139361	0	0	0.153158	0.23327	0					0	0.326713	-0.326713	0	0	0.213915	-0.213915	0	0	1.96497	2.29168	0	0	2.89287	3.10679	0	0.326713	-0.326713	0.213915	-0.213915										8.45989	1.29221	1.93164	5.92902	2.28111	1.49771	2.28111	1.49771	1.93164	1.29221	2.28111	1.49771
4.3125		0.0251255	0.0168307	0.0197116	0.0135536	25.1255	16.8307	19.7116	13.5536	0.216304	0.141894	0.241098	0.155294	0	0	0	0	26.0336	11.4399	22.9716	10.1738	26.0336	11.4399	22.9716	10.1738					0.0419562	0.0332651	1	1	40.7942	31.4047	0.850033	0.910059	0	0	250	0.226856	0.268395	0.432263	0.432263	5.69986	4.51729	8.52058	5.8587	20.4395	17.1628					0	2.0543	2.40058	0	0	3.06109	3.26773	0				-0.185381	-0.188658			958.044	966.735			19.4441	16.579			0.25	25.1255	16.8307	0	0	0	0	34.6764	20.4395	28.5801	17.1628	0.0625		0	0.0817618	0.142631	0	0	0.155294	0.241098	0					0	0.346276	-0.346276	0	0	0.206648	-0.206648	0	0	2.0543	2.40058	0	0	3.06109	3.26773	0	0.346276	-0.346276	0.206648	-0.206648										8.89774	1.32653	2.02215	6.15539	2.39657	1.54366	2.39657	1.54366	2.02215	1.32653	2.39657	1.54366
4.375		0.026418	0.0172418	0.0206277	0.0138103	26.418	17.2418	20.6277	13.8103	0.22371	0.143713	0.249436	0.157405	0	0	0	0	28.2598	11.8484	24.8405	10.4948	28.2598	11.8484	24.8405	10.4948					0.0436597	0.034438	1	1	42.4429	32.1196	0.854011	0.922551	0	0	250	0.218444	0.260525	0.421625	0.421625	5.77084	4.4919	8.69714	5.82278	20.7324	17.1421					0	2.15203	2.52048	0	0	3.2469	3.44479	0				-0.184725	-0.188315			956.34	965.562			19.7646	16.814			0.25	26.418	17.2418	0	0	0	0	36.2467	20.7324	29.632	17.1421	0.0625		0	0.0814606	0.146184	0	0	0.157405	0.249436	0					0	0.36845	-0.36845	0	0	0.19789	-0.19789	0	0	2.15203	2.52048	0	0	3.2469	3.44479	0	0.36845	-0.36845	0.19789	-0.19789										9.3704	1.36312	2.1219	6.39333	2.52313	1.59221	2.52313	1.59221	2.1219	1.36312	2.52313	1.59221
4.4375		0.0278466	0.0176785	0.021649	0.01409	27.8466	17.6785	21.649	14.09	0.231687	0.14554	0.258329	0.159476	0	0	0	0	30.7898	12.279	26.9635	10.8336	30.7898	12.279	26.9635	10.8336					0.0455251	0.035739	1	1	44.2322	32.8602	0.856794	0.934554	0	0	250	0.210021	0.252611	0.410631	0.410631	5.84837	4.46578	8.88975	5.78578	21.0877	17.1483					0	2.25905	2.65266	0	0	3.4525	3.63985	0				-0.184028	-0.187968			954.475	964.261			20.0999	17.0548			0.25	27.8466	17.6785	0	0	0	0	37.8979	21.0877	30.7096	17.1483	0.0625		0	0.0811247	0.15005	0	0	0.159476	0.258329	0					0	0.393619	-0.393619	0	0	0.187342	-0.187342	0	0	2.25905	2.65266	0	0	3.4525	3.63985	0	0.393619	-0.393619	0.187342	-0.187342										9.88209	1.40218	2.23214	6.64384	2.66229	1.64354	2.66229	1.64354	2.23214	1.40218	2.66229	1.64354
4.5		0.02943	0.0181422	0.0227903	0.0143937	29.43	18.1422	22.7903	14.3937	0.240286	0.147361	0.267826	0.161488	0	0	0	0	33.676	12.7314	29.3843	11.1899	33.676	12.7314	29.3843	11.1899					0.0475723	0.0371841	1	1	46.1812	33.6276	0.858321	0.946083	0	0	250	0.201592	0.24465	0.399273	0.399273	5.93285	4.4385	9.09956	5.74703	21.5102	17.1814					0	2.37639	2.79863	0	0	3.68037	3.85502	0				-0.183286	-0.187615			952.428	962.816			20.4518	17.3017			0.25	29.43	18.1422	0	0	0	0	39.6383	21.5102	31.8145	17.1814	0.0625		0	0.0807472	0.15426	0	0	0.161488	0.267826	0					0	0.42224	-0.42224	0	0	0.174647	-0.174647	0	0	2.37639	2.79863	0	0	3.68037	3.85502	0	0.42224	-0.42224	0.174647	-0.174647										10.4377	1.44389	2.35439	6.90803	2.81583	1.69783	2.81583	1.69783	2.35439	1.44389	2.81583	1.69783
4.5625		0.0311904	0.0186342	0.024069	0.014723	31.1904	18.6342	24.069	14.723	0.249568	0.149159	0.27798	0.163418	0	0	0	0	36.9814	13.2048	32.1558	11.5634	36.9814	13.2048	32.1558	11.5634					0.0498245	0.0387921	1	1	48.3123	34.4233	0.858532	0.957154	0	0	250	0.19316	0.23664	0.387542	0.387542	6.02473	4.40959	9.32777	5.70579	22.0052	17.2415					0	2.50523	2.96007	0	0	3.93331	4.0927	0				-0.182491	-0.187255			950.175	961.208			20.8222	17.5554			0.25	31.1904	18.6342	0	0	0	0	41.4777	22.0052	32.9484	17.2415	0.0625		0	0.0803205	0.158852	0	0	0.163418	0.27798	0					0	0.454847	-0.454847	0	0	0.159386	-0.159386	0	0	2.50523	2.96007	0	0	3.93331	4.0927	0	0.454847	-0.454847	0.159386	-0.159386										11.0427	1.48843	2.4904	7.18707	2.98581	1.75529	2.98581	1.75529	2.4904	1.48843	2.98581	1.75529
4.625		0.0331536	0.0191554	0.0255057	0.0150792	33.1536	19.1554	25.5057	15.0792	0.259598	0.150913	0.28885	0.165239	0	0	0	0	40.782	13.6979	35.3416	11.9527	40.782	13.6979	35.3416	11.9527					0.052309	0.0405849	1	1	50.6521	35.2486	0.85736	0.967784	0	0	250	0.184732	0.22858	0.375432	0.375432	6.12451	4.37855	9.57568	5.6612	22.5792	17.3285					0	2.64686	3.13893	0	0	4.21454	4.35561	0				-0.181636	-0.186887			947.691	959.415			21.2133	17.8162			0.25	33.1536	19.1554	0	0	0	0	43.4271	22.5792	34.1131	17.3285	0.0625		0	0.0798363	0.163866	0	0	0.165239	0.28885	0					0	0.492073	-0.492073	0	0	0.141065	-0.141065	0	0	2.64686	3.13893	0	0	4.21454	4.35561	0	0.492073	-0.492073	0.141065	-0.141065										11.7037	1.53603	2.64226	7.48223	3.17469	1.81611	3.17469	1.81611	2.64226	1.53603	3.17469	1.81611
4.6875		0.0353504	0.0197071	0.0271249	0.0154636	35.3504	19.7071	27.1249	15.4636	0.270447	0.152596	0.300499	0.166919	0	0	0	0	45.1702	14.2083	39.0194	12.3562	45.1702	14.2083	39.0194	12.3562					0.0550576	0.0425885	1	1	53.2317	36.1047	0.854738	0.977995	0	0	250	0.176313	0.220469	0.362938	0.362938	6.23275	4.34481	9.84466	5.6123	23.2401	17.4427					0	2.80277	3.33744	0	0	4.52768	4.64679	0				-0.180712	-0.186509			944.942	957.411			21.6278	18.0848			0.25	35.3504	19.7071	0	0	0	0	45.4992	23.2401	35.3103	17.4427	0.0625		0	0.0792854	0.169352	0	0	0.166919	0.300499	0					0	0.534667	-0.534667	0	0	0.119105	-0.119105	0	0	2.80277	3.33744	0	0	4.52768	4.64679	0	0.534667	-0.534667	0.119105	-0.119105										12.4282	1.58691	2.81249	7.79487	3.38539	1.8805	3.38539	1.8805	2.81249	1.58691	3.38539	1.8805
4.75		0.0378174	0.0202902	0.0289558	0.0158776	37.8174	20.2902	28.9558	15.8776	0.282194	0.154179	0.312998	0.168423	0	0	0	0	50.2587	14.7328	43.2839	12.7713	50.2587	14.7328	43.2839	12.7713					0.0581076	0.0448334	1	1	56.0883	36.9928	0.850598	0.987814	0	0	250	0.167914	0.212306	0.350055	0.350055	6.35006	4.30774	10.1361	5.55804	23.997	17.5842					0	2.97463	3.55815	0	0	4.87682	4.96966	0				-0.179708	-0.186121			941.892	955.167			22.0685	18.3618			0.25	37.8174	20.2902	0	0	0	0	47.7086	23.997	36.542	17.5842	0.0625		0	0.0786576	0.175363	0	0	0.168423	0.312998	0					0	0.583518	-0.583518	0	0	0.0928357	-0.0928357	0	0	2.97463	3.55815	0	0	4.87682	4.96966	0	0.583518	-0.583518	0.0928357	-0.0928357										13.225	1.64129	3.00406	8.12647	3.62141	1.94867	3.62141	1.94867	3.00406	1.64129	3.62141	1.94867
4.8125		0.0405982	0.0209053	0.0310333	0.0163226	40.5982	20.9053	31.0333	16.3226	0.294925	0.155625	0.326421	0.169707	0	0	0	0	56.185	15.2665	48.2511	13.1944	56.185	15.2665	48.2511	13.1944					0.0615035	0.047356	1	1	59.2659	37.9136	0.844873	0.997271	0	0	250	0.159541	0.204093	0.336784	0.336784	6.47708	4.26662	10.4515	5.49721	24.8608	17.7534					0	3.16428	3.80397	0	0	5.26656	5.32805	0				-0.178613	-0.18572			938.497	952.644			22.5389	18.6479			0.25	40.5982	20.9053	0	0	0	0	50.0721	24.8608	37.8101	17.7534	0.0625		0	0.0779415	0.181962	0	0	0.169707	0.326421	0					0	0.639686	-0.639686	0	0	0.0614851	-0.0614851	0	0	3.16428	3.80397	0	0	5.26656	5.32805	0	0.639686	-0.639686	0.0614851	-0.0614851										14.1045	1.69943	3.22058	8.4786	3.88695	2.02083	3.88695	2.02083	3.22058	1.69943	3.88695	2.02083
4.875		0.0437449	0.0215528	0.0333997	0.0167999	43.7449	21.5528	33.3997	16.7999	0.30873	0.15689	0.340849	0.170721	0	0	0	0	63.1175	15.8031	54.0637	13.6206	63.1175	15.8031	54.0637	13.6206					0.0652977	0.0501995	1	1	62.8174	38.8677	0.837499	1.00641	0	0	250	0.151206	0.195831	0.323128	0.323128	6.61451	4.2207	10.7924	5.4285	25.8444	17.9504					0	3.37381	4.07825	0	0	5.70203	5.72621	0				-0.177412	-0.185306			934.702	949.8			23.0431	18.9436			0.25	43.7449	21.5528	0	0	0	0	52.6095	25.8444	39.1167	17.9504	0.0625		0	0.0771247	0.189221	0	0	0.170721	0.340849	0					0	0.704438	-0.704438	0	0	0.0241785	-0.0241785	0	0	3.37381	4.07825	0	0	5.70203	5.72621	0	0.704438	-0.704438	0.0241785	-0.0241785										15.0789	1.76156	3.46641	8.85294	4.18707	2.09718	4.18707	2.09718	3.46641	1.76156	4.18707	2.09718
4.9375		0.0473204	0.0222327	0.0361056	0.0173104	47.3204	22.2327	36.1056	17.3104	0.32371	0.157924	0.356367	0.171411	0	0	0	0	71.2632	16.3343	60.8977	14.0434	71.2632	16.3343	60.8977	14.0434					0.069553	0.053416	1	1	66.8063	39.8554	0.828418	1.01526	0	0	250	0.14292	0.187521	0.309091	0.309091	6.76302	4.1691	11.1599	5.35048	26.9632	18.1755					0	3.60551	4.3848	0	0	6.18889	6.16883	0				-0.17609	-0.184877			930.447	946.584			23.5856	19.2498			0.25	47.3204	22.2327	0	0	0	0	55.3436	26.9632	40.4637	18.1755	0.0625		0	0.0761935	0.197223	0	0	0.171411	0.356367	0					0	0.779291	-0.779291	0	0	-0.0200562	0.0200562	0	0	3.60551	4.3848	0	0	6.18889	6.16883	0	0.779291	-0.779291	-0.0200562	0.0200562										16.1628	1.82794	3.74688	9.25131	4.52795	2.17792	4.52795	2.17792	3.74688	1.82794	4.52795	2.17792
5		0.0514003	0.0229443	0.039213	0.0178549	51.4003	22.9443	39.213	17.8549	0.339968	0.158667	0.373065	0.171711	0	0	0	0	80.8767	16.8492	68.9707	14.4546	80.8767	16.8492	68.9707	14.4546					0.0743446	0.0570679	1	1	71.309	40.8763	0.817585	1.0239	0	0	250	0.134694	0.179167	0.294686	0.294686	6.92331	4.11086	11.5555	5.26159	28.2355	18.4291					0	3.86187	4.72794	0	0	6.73331	6.66104	0				-0.174627	-0.184433			925.655	942.932			24.1721	19.5674			0.25	51.4003	22.9443	0	0	0	0	58.3011	28.2355	41.8533	18.4291	0.0625		0	0.0751331	0.206062	0	0	0.171711	0.373065	0					0	0.866074	-0.866074	0	0	-0.0722694	0.0722694	0	0	3.86187	4.72794	0	0	6.73331	6.66104	0	0.866074	-0.866074	-0.0722694	0.0722694										17.3739	1.89882	4.06851	9.67562	4.91712	2.26321	4.91712	2.26321	4.06851	1.89882	4.91712	2.26321
5.0625		0.0560766	0.0236863	0.0427969	0.018434	56.0766	23.6863	42.7969	18.434	0.357614	0.159052	0.391036	0.171552	0	0	0	0	92.2712	17.3343	78.5521	14.8438	92.2712	17.3343	78.5521	14.8438					0.0797629	0.0612309	1	1	76.4179	41.9294	0.804964	1.03239	0	0	250	0.126541	0.170772	0.279928	0.279928	7.09596	4.04496	11.9801	5.16019	29.6833	18.7113					0	4.14558	5.11257	0	0	7.3419	7.20835	0				-0.173	-0.183972			920.237	938.769			24.809	19.897			0.25	56.0766	23.6863	0	0	0	0	61.5136	29.6833	43.2873	18.7113	0.0625		0	0.0739271	0.215845	0	0	0.171552	0.391036	0					0	0.966994	-0.966994	0	0	-0.133548	0.133548	0	0	4.14558	5.11257	0	0	7.3419	7.20835	0	0.966994	-0.966994	-0.133548	0.133548										18.7334	1.97443	4.43934	10.1279	5.36385	2.35319	5.36385	2.35319	4.43934	1.97443	5.36385	2.35319
5.125		0.0614605	0.0244565	0.0469493	0.0190476	61.4604	24.4565	46.9493	19.0476	0.376759	0.159002	0.410372	0.170855	0	0	0	0	105.832	17.7726	89.9757	15.198	105.832	17.7726	89.9757	15.198					0.0859169	0.0659969	1	1	82.2453	43.0128	0.790543	1.0408	0	0	250	0.118473	0.16234	0.264841	0.264841	7.28142	3.97026	12.4341	5.04457	31.3329	19.0222					0	4.45945	5.54418	0	0	8.02152	7.81658	0				-0.171183	-0.183493			914.083	934.003			25.5042	20.2397			0.25	61.4604	24.4565	0	0	0	0	65.0184	31.3329	44.7677	19.0222	0.0625		0	0.072558	0.226696	0	0	0.170855	0.410372	0					0	1.08473	-1.08473	0	0	-0.204939	0.204939	0	0	4.45945	5.54418	0	0	8.02152	7.81658	0	1.08473	-1.08473	-0.204939	0.204939										20.2672	2.055	4.86937	10.6104	5.87962	2.44793	5.87962	2.44793	4.86937	2.055	5.87962	2.44793
